TF_motif,time,direction,gene,score,peak,distance
TFEC,4,pos,ST6GAL1,1.896666349,chr3-187029360-187029860,99125
TFEC,4,pos,CAMK2D,1.15105953,chr4-113837092-113837592,-75415
TFEC,4,pos,SEMA6A,1.625429773,chr5-116410906-116411406,163778
TFEC,4,pos,SLC1A3,0.781959639,chr5-36765829-36766329,159724
TFEC,4,pos,GLI3,0.840200496,chr7-42186122-42186622,51498
TFEC,4,pos,TRPS1,1.042262754,chr8-115771126-115771626,38297
TFEC,4,pos,C8orf34,0.659729498,chr8-68447300-68447800,116828
TFEC,4,pos,PAG1,0.889728394,chr8-80974324-80974824,137494
TFEC,4,pos,RUNX1T1,0.725794837,chr8-92046007-92046507,57029
POU4F3,4,pos,GUCY1A2,1.210749334,chr11-106898106-106898606,120168
POU4F3,4,pos,APOLD1,0.90376347,chr12-12737050-12737550,11383
POU4F3,4,pos,NELL2,1.403823418,chr12-44851361-44851861,70237
POU4F3,4,pos,GRIP1,1.266625552,chr12-66762744-66763244,41192
POU4F3,4,pos,GRIP1,2.416680736,chr12-66808593-66809093,-4657
POU4F3,4,pos,TMTC2,1.536977223,chr12-82866246-82866746,179616
POU4F3,4,pos,GPC6,0.979613518,chr13-93272486-93272986,45894
POU4F3,4,pos,SCN2A,0.94977872,chr2-165128468-165128968,-66275
POU4F3,4,pos,PLCB4,0.702147653,chr20-9108202-9108702,39689
POU4F3,4,pos,DSCAM,1.228680921,chr21-40813877-40814377,33012
POU4F3,4,pos,CHL1,1.109540578,chr3-157906-158406,-38440
POU4F3,4,pos,PRSS12,0.546835119,chr4-118400166-118400666,-47413
POU4F3,4,pos,PAM,0.730925319,chr5-102583731-102584231,-170000
POU4F3,4,pos,FBXL7,2.390230287,chr5-15442403-15442903,-57543
POU4F3,4,pos,ELMO1,0.655047573,chr7-37580435-37580935,-131436
POU4F3,4,pos,ZHX2,1.192811124,chr8-122744754-122745254,-36390
POU4F3,4,pos,ZHX2,0.914200731,chr8-122906234-122906734,125090
MITF,4,pos,RFC3,2.332186023,chr13-33777140-33777640,-40659
MITF,4,pos,GPR39,0.977486516,chr2-132584089-132584589,167765
MITF,4,pos,DSCAM,1.228680921,chr21-40813877-40814377,33012
MITF,4,pos,ABCG1,0.715364239,chr21-42309575-42310075,110136
MITF,4,pos,CAMK2D,1.15105953,chr4-113837092-113837592,-75415
MITF,4,pos,SEMA6A,1.625429773,chr5-116410906-116411406,163778
MITF,4,pos,SLC1A3,0.781959639,chr5-36765829-36766329,159724
MITF,4,pos,GLI3,0.840200496,chr7-42186122-42186622,51498
MITF,4,pos,RUNX1T1,0.725794837,chr8-92046007-92046507,57029
TGIF2,4,pos,SRM,1.179653618,chr1-11132232-11132732,-72458
TGIF2,4,pos,GRAMD1B,0.673491584,chr11-123450589-123451089,92411
TGIF2,4,pos,APOLD1,0.90376347,chr12-12737050-12737550,11383
TGIF2,4,pos,CA12,1.064641112,chr15-63463500-63464000,-81589
TGIF2,4,pos,GAREM1,1.066187133,chr18-32628631-32629131,-158397
TGIF2,4,pos,DSCAM,0.823259249,chr21-40766373-40766873,80516
TGIF2,4,pos,DSCAM,1.228680921,chr21-40813877-40814377,33012
TGIF2,4,pos,MAGI1,0.897110983,chr3-66017099-66017599,21485
TGIF2,4,pos,LIMCH1,0.63753468,chr4-41552180-41552680,192823
TGIF2,4,pos,SLC1A3,1.144285807,chr5-36741145-36741645,135040
TGIF2,4,pos,ELMO1,0.697321667,chr7-37272963-37273463,176036
TGIF2,4,pos,ELMO1,1.129118385,chr7-37399899-37400399,49100
TGIF2,4,pos,GLI3,1.060009296,chr7-42168663-42169163,68957
TGIF2,4,pos,GLI3,1.648188865,chr7-42205211-42205711,32409
TGIF2,4,pos,ZHX2,1.122036293,chr8-122814071-122814571,32927
TGIF2,4,pos,PAG1,0.889728394,chr8-80974324-80974824,137494
TGIF2,4,pos,RUNX1T1,1.170575859,chr8-92283390-92283890,-180354
MYB,4,pos,GUCY1A2,1.534896326,chr11-107203741-107204241,-185467
MYB,4,pos,SMOC1,0.850531135,chr14-69685682-69686182,-168199
MYB,4,pos,SMOC1,0.707208213,chr14-69841562-69842062,-12319
MYB,4,pos,CA12,1.064641112,chr15-63463500-63464000,-81589
MYB,4,pos,ZNF423,0.63436859,chr16-49738714-49739214,118955
MYB,4,pos,GAREM1,1.066187133,chr18-32628631-32629131,-158397
MYB,4,pos,GPR39,0.977486516,chr2-132584089-132584589,167765
MYB,4,pos,MPPED1,0.774044368,chr22-43481159-43481659,70213
MYB,4,pos,NDST3,0.555286309,chr4-117874229-117874729,-159139
MYB,4,pos,PAM,0.730925319,chr5-102583731-102584231,-170000
MYB,4,pos,RAB3C,1.257766719,chr5-58738166-58738666,156195
MYB,4,pos,MCTP1,1.490847586,chr5-95307886-95308386,-23561
MYB,4,pos,EPM2A,0.593181432,chr6-145875596-145876096,-139823
EVX1,4,pos,GUCY1A2,1.499404308,chr11-106939083-106939583,79191
EVX1,4,pos,TMEM132B,0.936599602,chr12-125105754-125106254,-80832
EVX1,4,pos,RFC3,2.012399114,chr13-33914252-33914752,96453
EVX1,4,pos,GPR39,0.977486516,chr2-132584089-132584589,167765
EVX1,4,pos,CAMK2D,1.15105953,chr4-113837092-113837592,-75415
EVX1,4,pos,PAM,0.659423277,chr5-102711374-102711874,-42357
EVX1,4,pos,TENM2,1.832161915,chr5-167247806-167248306,-36743
EVX1,4,pos,MCTP1,1.490847586,chr5-95307886-95308386,-23561
EVX1,4,pos,ELMO1,0.613776777,chr7-37540848-37541348,-91849
EVX1,4,pos,RUNX1T1,0.884843435,chr8-92280528-92281028,-177492
PKNOX2,4,pos,SRM,1.179653618,chr1-11132232-11132732,-72458
PKNOX2,4,pos,EFCAB2,0.829526759,chr1-244796736-244797236,-172719
PKNOX2,4,pos,GRAMD1B,0.673491584,chr11-123450589-123451089,92411
PKNOX2,4,pos,APOLD1,0.827065482,chr12-12558845-12559345,-166822
PKNOX2,4,pos,APOLD1,0.90376347,chr12-12737050-12737550,11383
PKNOX2,4,pos,GRIP1,1.471360971,chr12-66734041-66734541,69895
PKNOX2,4,pos,CA12,1.064641112,chr15-63463500-63464000,-81589
PKNOX2,4,pos,GAREM1,1.066187133,chr18-32628631-32629131,-158397
PKNOX2,4,pos,MAGI1,0.897110983,chr3-66017099-66017599,21485
PKNOX2,4,pos,LIMCH1,0.63753468,chr4-41552180-41552680,192823
PKNOX2,4,pos,SLC1A3,1.144285807,chr5-36741145-36741645,135040
PKNOX2,4,pos,ELMO1,0.697321667,chr7-37272963-37273463,176036
PKNOX2,4,pos,ELMO1,1.129118385,chr7-37399899-37400399,49100
PKNOX2,4,pos,GLI3,0.699601093,chr7-42125181-42125681,112439
PKNOX2,4,pos,GLI3,1.060009296,chr7-42168663-42169163,68957
PKNOX2,4,pos,GLI3,1.648188865,chr7-42205211-42205711,32409
PKNOX2,4,pos,ZHX2,1.122036293,chr8-122814071-122814571,32927
PKNOX2,4,pos,PAG1,0.889728394,chr8-80974324-80974824,137494
PKNOX2,4,pos,RUNX1T1,1.170575859,chr8-92283390-92283890,-180354
NR1A4::RXRA,4,pos,SRM,1.179653618,chr1-11132232-11132732,-72458
NR1A4::RXRA,4,pos,GUCY1A2,0.93537118,chr11-106950463-106950963,67811
NR1A4::RXRA,4,pos,ASCL1,2.512040886,chr12-103044128-103044628,86692
NR1A4::RXRA,4,pos,TMEM132B,0.969911471,chr12-125128435-125128935,-58151
NR1A4::RXRA,4,pos,APOLD1,0.904850013,chr12-12704536-12705036,-21131
NR1A4::RXRA,4,pos,APOLD1,0.90376347,chr12-12737050-12737550,11383
NR1A4::RXRA,4,pos,GRIP1,1.471360971,chr12-66734041-66734541,69895
NR1A4::RXRA,4,pos,CA12,1.064641112,chr15-63463500-63464000,-81589
NR1A4::RXRA,4,pos,PAM,1.230594484,chr5-102795791-102796291,42060
NR1A4::RXRA,4,pos,HSPB1,0.753286528,chr7-76294628-76295128,-7666
NR1A4::RXRA,4,pos,RUNX1T1,1.170575859,chr8-92283390-92283890,-180354
MZF1,4,pos,SRM,0.662831211,chr1-11099607-11100107,-39833
MZF1,4,pos,RGS7,1.210592402,chr1-241413413-241413913,-56433
MZF1,4,pos,RGS7,1.490803295,chr1-241518995-241519495,-162015
MZF1,4,pos,AC099792.1,0.652235832,chr1-60746376-60746876,121372
MZF1,4,pos,GRAMD1B,1.131463841,chr11-123214964-123215464,-143214
MZF1,4,pos,ASCL1,2.512040886,chr12-103044128-103044628,86692
MZF1,4,pos,TMEM132B,0.936599602,chr12-125105754-125106254,-80832
MZF1,4,pos,APOLD1,0.741209909,chr12-12685237-12685737,-40430
MZF1,4,pos,APOLD1,0.904850013,chr12-12704536-12705036,-21131
MZF1,4,pos,APOLD1,0.648192415,chr12-12787259-12787759,61592
MZF1,4,pos,APOLD1,1.121384331,chr12-12791914-12792414,66247
MZF1,4,pos,APOLD1,0.825563574,chr12-12808542-12809042,82875
MZF1,4,pos,GRIP1,1.266625552,chr12-66762744-66763244,41192
MZF1,4,pos,GRIP1,2.416680736,chr12-66808593-66809093,-4657
MZF1,4,pos,MYO16,0.726260047,chr13-108463269-108463769,-132633
MZF1,4,pos,SMOC1,0.850531135,chr14-69685682-69686182,-168199
MZF1,4,pos,SMOC1,2.390571401,chr14-69773076-69773576,-80805
MZF1,4,pos,SMOC1,0.879290474,chr14-69972611-69973111,118730
MZF1,4,pos,SMOC1,1.293824013,chr14-70019639-70020139,165758
MZF1,4,pos,CA12,1.642631891,chr15-63413013-63413513,-31102
MZF1,4,pos,ZNF423,0.63436859,chr16-49738714-49739214,118955
MZF1,4,pos,ZNF423,1.631202322,chr16-49742376-49742876,115293
MZF1,4,pos,GPR39,0.977486516,chr2-132584089-132584589,167765
MZF1,4,pos,SCN2A,1.046928858,chr2-165294346-165294846,99603
MZF1,4,pos,EPHA4,1.483689843,chr2-221458545-221459045,115407
MZF1,4,pos,PLCB4,1.184905651,chr20-9082741-9083241,14228
MZF1,4,pos,PLCB4,0.702147653,chr20-9108202-9108702,39689
MZF1,4,pos,ABCG1,1.281828765,chr21-42038943-42039443,-160496
MZF1,4,pos,ABCG1,0.715364239,chr21-42309575-42310075,110136
MZF1,4,pos,MPPED1,0.748490439,chr22-43446957-43447457,36011
MZF1,4,pos,MPPED1,0.774044368,chr22-43481159-43481659,70213
MZF1,4,pos,HEG1,2.043797331,chr3-125186129-125186629,-130421
MZF1,4,pos,CHL1,1.109540578,chr3-157906-158406,-38440
MZF1,4,pos,ITPR1,1.779037361,chr3-4533976-4534476,40878
MZF1,4,pos,ERC2,0.659746943,chr3-56467020-56467520,1093
MZF1,4,pos,CAMK2D,1.15105953,chr4-113837092-113837592,-75415
MZF1,4,pos,PRSS12,0.546835119,chr4-118400166-118400666,-47413
MZF1,4,pos,LIMCH1,0.63753468,chr4-41552180-41552680,192823
MZF1,4,pos,PAM,0.730925319,chr5-102583731-102584231,-170000
MZF1,4,pos,PAM,0.895496489,chr5-102658887-102659387,-94844
MZF1,4,pos,PAM,0.867748071,chr5-102777106-102777606,23375
MZF1,4,pos,PAM,0.610859058,chr5-102830487-102830987,76756
MZF1,4,pos,SEMA6A,1.625429773,chr5-116410906-116411406,163778
MZF1,4,pos,SEMA6A,1.535314928,chr5-116761892-116762392,-187208
MZF1,4,pos,SLC1A3,0.563065125,chr5-36569448-36569948,-36657
MZF1,4,pos,SLC1A3,0.797384909,chr5-36652948-36653448,46843
MZF1,4,pos,SLC1A3,1.144285807,chr5-36741145-36741645,135040
MZF1,4,pos,SLC1A3,1.213830349,chr5-36769647-36770147,163542
MZF1,4,pos,RAB3C,1.257766719,chr5-58738166-58738666,156195
MZF1,4,pos,RAB3C,0.732429763,chr5-58773140-58773640,191169
MZF1,4,pos,MCTP1,1.490847586,chr5-95307886-95308386,-23561
MZF1,4,pos,SGK1,0.862572798,chr6-134421261-134421761,-103399
MZF1,4,pos,PTK7,1.027420325,chr6-42978457-42978957,-97561
MZF1,4,pos,FOXP2,0.742365753,chr7-114084646-114085146,-1431
MZF1,4,pos,CREB5,0.947837401,chr7-28425414-28425914,126343
MZF1,4,pos,ELMO1,0.697321667,chr7-37272963-37273463,176036
MZF1,4,pos,ELMO1,0.930987961,chr7-37407409-37407909,41590
MZF1,4,pos,GLI3,0.699601093,chr7-42125181-42125681,112439
MZF1,4,pos,GLI3,0.840200496,chr7-42186122-42186622,51498
MZF1,4,pos,ADCY1,1.072034564,chr7-45573738-45574238,-152
MZF1,4,pos,HSPB1,1.750397283,chr7-76206597-76207097,-95697
MZF1,4,pos,HSPB1,1.093631219,chr7-76314199-76314699,11905
MZF1,4,pos,TRPS1,0.786575843,chr8-115666249-115666749,143174
MZF1,4,pos,ZHX2,1.89316865,chr8-122820290-122820790,39146
MZF1,4,pos,ZHX2,0.914200731,chr8-122906234-122906734,125090
MZF1,4,pos,PVT1,0.864521841,chr8-127686640-127687140,-107643
MZF1,4,pos,CHD7,0.737423562,chr8-60524125-60524625,-154403
MZF1,4,pos,CHD7,1.189878814,chr8-60640161-60640661,-38367
MZF1,4,pos,C8orf34,0.659729498,chr8-68447300-68447800,116828
MZF1,4,pos,RUNX1T1,0.884843435,chr8-92280528-92281028,-177492
MZF1,4,pos,DLGAP2,0.754590145,chr8-926512-927012,189166
MZF1,4,pos,MSRA,0.698062209,chr8-9896978-9897478,-157040
GATA6,4,pos,GUCY1A2,1.210749334,chr11-106898106-106898606,120168
GATA6,4,pos,GPC6,1.621555661,chr13-93108285-93108785,-118307
GATA6,4,pos,EPHA4,1.483689843,chr2-221458545-221459045,115407
GATA6,4,pos,EPHA4,1.053894041,chr2-221527808-221528308,46144
GATA6,4,pos,MPPED1,0.774044368,chr22-43481159-43481659,70213
GATA6,4,pos,CHL1,1.109540578,chr3-157906-158406,-38440
GATA6,4,pos,PAM,0.895496489,chr5-102658887-102659387,-94844
GATA6,4,pos,SEMA6A,1.932689574,chr5-116441985-116442485,132699
GATA6,4,pos,SLC1A3,0.781959639,chr5-36765829-36766329,159724
GATA6,4,pos,CREB5,0.947837401,chr7-28425414-28425914,126343
GATA6,4,pos,ZHX2,0.810274852,chr8-122821102-122821602,39958
GATA6,4,pos,RUNX1T1,0.884843435,chr8-92280528-92281028,-177492
POU3F3,4,pos,SIPA1L2,1.183810209,chr1-232570715-232571215,-9407
POU3F3,4,pos,GRAMD1B,1.131463841,chr11-123214964-123215464,-143214
POU3F3,4,pos,TMEM132B,1.39499795,chr12-125374657-125375157,188071
POU3F3,4,pos,APOLD1,0.904850013,chr12-12704536-12705036,-21131
POU3F3,4,pos,APOLD1,0.825563574,chr12-12808542-12809042,82875
POU3F3,4,pos,GRIP1,1.266625552,chr12-66762744-66763244,41192
POU3F3,4,pos,EPHA4,1.316616351,chr2-221642127-221642627,-68175
POU3F3,4,pos,PLCB4,1.184905651,chr20-9082741-9083241,14228
POU3F3,4,pos,NDST3,0.555286309,chr4-117874229-117874729,-159139
POU3F3,4,pos,PRSS12,0.546835119,chr4-118400166-118400666,-47413
POU3F3,4,pos,PAM,0.659423277,chr5-102711374-102711874,-42357
POU3F3,4,pos,PAM,3.15507672,chr5-102921614-102922114,167883
POU3F3,4,pos,SEMA6A,0.880668457,chr5-116444559-116445059,130125
POU3F3,4,pos,FBXL7,2.390230287,chr5-15442403-15442903,-57543
POU3F3,4,pos,SLC1A3,0.563065125,chr5-36569448-36569948,-36657
POU3F3,4,pos,SLC1A3,0.663450989,chr5-36600930-36601430,-5175
POU3F3,4,pos,SGK1,0.862572798,chr6-134421261-134421761,-103399
POU3F3,4,pos,FOXP2,0.703919978,chr7-113994724-113995224,-91353
POU3F3,4,pos,CREB5,0.947837401,chr7-28425414-28425914,126343
POU3F3,4,pos,TRPS1,1.042262754,chr8-115771126-115771626,38297
TFE3,4,pos,SIPA1L2,1.183810209,chr1-232570715-232571215,-9407
TFE3,4,pos,RGS7,1.210592402,chr1-241413413-241413913,-56433
TFE3,4,pos,AC099792.1,0.652235832,chr1-60746376-60746876,121372
TFE3,4,pos,TMEM132B,0.969911471,chr12-125128435-125128935,-58151
TFE3,4,pos,GPR39,0.977486516,chr2-132584089-132584589,167765
TFE3,4,pos,ST6GAL1,1.896666349,chr3-187029360-187029860,99125
TFE3,4,pos,CAMK2D,1.15105953,chr4-113837092-113837592,-75415
TFE3,4,pos,PAM,0.610859058,chr5-102830487-102830987,76756
TFE3,4,pos,GLI3,0.840200496,chr7-42186122-42186622,51498
TFE3,4,pos,C8orf34,0.659729498,chr8-68447300-68447800,116828
CEBPD,4,pos,FRY,1.109200889,chr13-31850631-31851131,-180419
CEBPD,4,pos,PAM,0.730925319,chr5-102583731-102584231,-170000
CEBPD,4,pos,PREX2,1.570077601,chr8-68076705-68077205,124837
CEBPD,4,pos,PAG1,0.848054728,chr8-81021881-81022381,89937
CEBPD,4,pos,DLGAP2,0.754590145,chr8-926512-927012,189166
YY2,5,pos,CUX2,1.025531086,chr12-110930560-110931060,-103214
YY2,5,pos,CUX2,0.600527599,chr12-111025448-111025948,-8326
YY2,5,pos,SMOC1,0.934123109,chr14-69767564-69768064,-86317
YY2,5,pos,DTNB,1.052091315,chr2-25618600-25619100,54797
YY2,5,pos,FBXL7,0.955114054,chr5-15531859-15532359,31913
YY2,5,pos,IQGAP2,1.680398145,chr5-76490286-76490786,87287
YY2,5,pos,HSPA1B,1.260682682,chr6-31680649-31681149,-146836
YY2,5,pos,ITGB8,1.172393736,chr7-20510797-20511297,180345
YY2,5,pos,GLI3,0.905296084,chr7-42080615-42081115,157005
YY2,5,pos,SYBU,1.687205197,chr8-109808958-109809458,-117417
MYB,5,pos,GRIP1,1.954893578,chr12-66897250-66897750,-93314
MYB,5,pos,CRADD,0.801625718,chr12-93767177-93767677,90052
MYB,5,pos,ATP8A2,1.062597547,chr13-25292253-25292753,-79568
MYB,5,pos,SMOC1,0.738636555,chr14-69687583-69688083,-166298
MYB,5,pos,SMOC1,1.498654821,chr14-69953494-69953994,99613
MYB,5,pos,FLRT2,0.811610186,chr14-85334882-85335382,-195012
MYB,5,pos,GPR39,0.95735731,chr2-132385606-132386106,-30718
MYB,5,pos,DTNB,0.693159498,chr2-25815406-25815906,-142009
MYB,5,pos,PLCB4,0.88426865,chr20-9159437-9159937,90924
MYB,5,pos,PRSS12,0.712085482,chr4-118224128-118224628,128625
MYB,5,pos,PRSS12,0.795143656,chr4-118353636-118354136,-883
MYB,5,pos,SLC1A3,1.008169694,chr5-36626326-36626826,20221
MYB,5,pos,NCALD,1.27852999,chr8-101940330-101940830,184327
NR3C2,5,pos,ITPRIP,1.619623901,chr10-104419892-104420392,-81738
NR3C2,5,pos,SMOC1,1.498654821,chr14-69953494-69953994,99613
NR3C2,5,pos,SMOC1,0.928718727,chr14-69956956-69957456,103075
NR3C2,5,pos,SMOC1,1.213089164,chr14-69977251-69977751,123370
NR3C2,5,pos,DTNB,1.052091315,chr2-25618600-25619100,54797
NR3C2,5,pos,GAB1,0.843725024,chr4-143406503-143407003,69991
NR3C2,5,pos,FBXL7,1.244688837,chr5-15421167-15421667,-78779
NR3C2,5,pos,NCALD,0.562273353,chr8-101968809-101969309,155848
NR3C2,5,pos,RGS20,0.827097332,chr8-53898571-53899071,47013
NR3C2,5,pos,CHD7,1.147263793,chr8-60821753-60822253,143225
EGR4,5,pos,MIR137HG,0.774160482,chr1-97920782-97921282,128831
EGR4,5,pos,PLCE1,2.843129387,chr10-94035978-94036478,5416
EGR4,5,pos,CUX2,1.025531086,chr12-110930560-110931060,-103214
EGR4,5,pos,GRIP1,1.954893578,chr12-66897250-66897750,-93314
EGR4,5,pos,AC027288.3,1.888961667,chr12-79690239-79690739,-187093
EGR4,5,pos,CRADD,0.833672632,chr12-93713973-93714473,36848
EGR4,5,pos,ATP8A2,1.062597547,chr13-25292253-25292753,-79568
EGR4,5,pos,ATP8A2,0.690125999,chr13-25495290-25495790,123469
EGR4,5,pos,FLRT2,1.499398669,chr14-85604585-85605085,74691
EGR4,5,pos,ZFHX3,1.357249029,chr16-73036095-73036595,108102
EGR4,5,pos,CACNA1A,1.929083181,chr19-13774686-13775186,-141911
EGR4,5,pos,DTNB,0.840685396,chr2-25539120-25539620,134277
EGR4,5,pos,DTNB,0.905667955,chr2-25835879-25836379,-162482
EGR4,5,pos,DTNB,0.736392965,chr2-25856977-25857477,-183580
EGR4,5,pos,DSCAM,0.956344549,chr21-40923488-40923988,-76599
EGR4,5,pos,GRID2,1.279007311,chr4-92346894-92347394,43522
EGR4,5,pos,EPB41L4A,1.222006828,chr5-112259352-112259852,159714
EGR4,5,pos,HSPA1B,1.905886803,chr6-31730075-31730575,-97410
EGR4,5,pos,ZHX2,1.188541074,chr8-122831710-122832210,50566
EGR4,5,pos,CHD7,1.389933117,chr8-60653384-60653884,-25144
RORA,5,pos,ITPRIP,1.619623901,chr10-104419892-104420392,-81738
RORA,5,pos,PLCE1,2.843129387,chr10-94035978-94036478,5416
RORA,5,pos,GRIP1,0.847807591,chr12-66876739-66877239,-72803
RORA,5,pos,GRIP1,1.954893578,chr12-66897250-66897750,-93314
RORA,5,pos,SMOC1,0.768432145,chr14-69990378-69990878,136497
RORA,5,pos,FLRT2,0.811610186,chr14-85334882-85335382,-195012
RORA,5,pos,FLRT2,0.72793852,chr14-85535220-85535720,5326
RORA,5,pos,CCBE1,0.598990666,chr18-59752579-59753079,-55449
RORA,5,pos,DTNB,0.736392965,chr2-25856977-25857477,-183580
RORA,5,pos,FBXL7,1.244688837,chr5-15421167-15421667,-78779
RORA,5,pos,DYNC1I1,0.62029701,chr7-95734724-95735224,-37532
SCRT2,5,pos,MIR137HG,0.992090745,chr1-97930346-97930846,119267
SCRT2,5,pos,MIR137HG,0.78277274,chr1-98104392-98104892,-54779
SCRT2,5,pos,PLCE1,0.849412193,chr10-94017243-94017743,-13319
SCRT2,5,pos,PLCE1,1.103266987,chr10-94134623-94135123,104061
SCRT2,5,pos,GRAMD1B,1.117072089,chr11-123159206-123159706,-198972
SCRT2,5,pos,FLRT2,0.811610186,chr14-85334882-85335382,-195012
SCRT2,5,pos,FLRT2,0.840462258,chr14-85607504-85608004,77610
SCRT2,5,pos,EPB41L4A,1.222006828,chr5-112259352-112259852,159714
SCRT2,5,pos,GLI3,0.581405466,chr7-42097107-42097607,140513
SCRT2,5,pos,SYBU,1.744614132,chr8-109814048-109814548,-122507
SCRT2,5,pos,DLGAP2,1.035013953,chr8-674111-674611,-63235
SCRT2,5,pos,PAG1,2.247904533,chr8-80925242-80925742,186576
SCRT2,5,pos,GABBR2,1.060138552,chr9-98775777-98776277,-66830
MXI1,5,pos,GRAMD1B,1.117072089,chr11-123159206-123159706,-198972
MXI1,5,pos,CUX2,1.025531086,chr12-110930560-110931060,-103214
MXI1,5,pos,CUX2,0.596232611,chr12-110965450-110965950,-68324
MXI1,5,pos,TMEM132B,1.265548736,chr12-125344276-125344776,157690
MXI1,5,pos,EPS8,0.870295416,chr12-15688244-15688744,193835
MXI1,5,pos,RBFOX3,1.1259521,chr17-79362895-79363395,153003
MXI1,5,pos,RBFOX3,0.937846446,chr17-79581550-79582050,-65652
MXI1,5,pos,IQGAP2,1.212396153,chr5-76479218-76479718,76219
MXI1,5,pos,IQGAP2,1.011844537,chr5-76544258-76544758,141259
MXI1,5,pos,ITGB8,1.172393736,chr7-20510797-20511297,180345
MXI1,5,pos,SYBU,1.353685888,chr8-109577199-109577699,114342
MXI1,5,pos,SYBU,1.744614132,chr8-109814048-109814548,-122507
MXI1,5,pos,CHD7,1.147263793,chr8-60821753-60822253,143225
TFEB,5,pos,PLCE1,0.728011465,chr10-94085612-94086112,55050
TFEB,5,pos,CUX2,0.596232611,chr12-110965450-110965950,-68324
TFEB,5,pos,SMOC1,0.759911692,chr14-69997797-69998297,143916
TFEB,5,pos,CA12,1.753087842,chr15-63334839-63335339,47072
TFEB,5,pos,RBFOX3,1.1259521,chr17-79362895-79363395,153003
TFEB,5,pos,CAMK2D,0.944641915,chr4-113811245-113811745,-49568
TFEB,5,pos,FBXL7,1.244688837,chr5-15421167-15421667,-78779
TFEB,5,pos,FBXL7,0.955114054,chr5-15531859-15532359,31913
TFEB,5,pos,GLI3,0.905296084,chr7-42080615-42081115,157005
TFEB,5,pos,RGS20,0.827097332,chr8-53898571-53899071,47013
MYCN,5,pos,SRM,0.979809212,chr1-10962395-10962895,97379
MYCN,5,pos,GRAMD1B,1.117072089,chr11-123159206-123159706,-198972
MYCN,5,pos,CUX2,1.025531086,chr12-110930560-110931060,-103214
MYCN,5,pos,CUX2,0.596232611,chr12-110965450-110965950,-68324
MYCN,5,pos,RBFOX3,1.1259521,chr17-79362895-79363395,153003
MYCN,5,pos,DTNB,0.736392965,chr2-25856977-25857477,-183580
MYCN,5,pos,PAM,0.683211364,chr5-102666107-102666607,-87624
MYCN,5,pos,IQGAP2,1.011844537,chr5-76544258-76544758,141259
MYCN,5,pos,ITGB8,1.172393736,chr7-20510797-20511297,180345
MYCN,5,pos,SYBU,1.744614132,chr8-109814048-109814548,-122507
MYCN,5,pos,CHD7,1.147263793,chr8-60821753-60822253,143225
NR3C1,5,pos,ITPRIP,1.619623901,chr10-104419892-104420392,-81738
NR3C1,5,pos,SMOC1,1.498654821,chr14-69953494-69953994,99613
NR3C1,5,pos,SMOC1,0.928718727,chr14-69956956-69957456,103075
NR3C1,5,pos,SMOC1,1.213089164,chr14-69977251-69977751,123370
NR3C1,5,pos,DTNB,1.052091315,chr2-25618600-25619100,54797
NR3C1,5,pos,FBXL7,1.244688837,chr5-15421167-15421667,-78779
NR3C1,5,pos,NCALD,0.562273353,chr8-101968809-101969309,155848
NR3C1,5,pos,RGS20,0.827097332,chr8-53898571-53899071,47013
NR3C1,5,pos,CHD7,1.147263793,chr8-60821753-60822253,143225
SNAI2,5,pos,MIR137HG,0.78277274,chr1-98104392-98104892,-54779
SNAI2,5,pos,GRAMD1B,1.117072089,chr11-123159206-123159706,-198972
SNAI2,5,pos,CUX2,0.600527599,chr12-111025448-111025948,-8326
SNAI2,5,pos,GRIP1,0.847807591,chr12-66876739-66877239,-72803
SNAI2,5,pos,AC027288.3,1.888961667,chr12-79690239-79690739,-187093
SNAI2,5,pos,SMOC1,1.213089164,chr14-69977251-69977751,123370
SNAI2,5,pos,RBFOX3,1.1259521,chr17-79362895-79363395,153003
SNAI2,5,pos,RBFOX3,0.937846446,chr17-79581550-79582050,-65652
SNAI2,5,pos,DTNB,1.052091315,chr2-25618600-25619100,54797
SNAI2,5,pos,PRSS12,0.541356779,chr4-118360264-118360764,-7511
SNAI2,5,pos,GRID2,0.832698651,chr4-92497065-92497565,193693
SNAI2,5,pos,PAM,0.73127414,chr5-102658887-102659387,-94844
SNAI2,5,pos,IQGAP2,0.688863756,chr5-76403738-76404238,739
SNAI2,5,pos,HSPA1B,1.260682682,chr6-31680649-31681149,-146836
SNAI2,5,pos,HSPA1B,1.348594186,chr6-31712247-31712747,-115238
SNAI2,5,pos,HSPA1B,2.953732528,chr6-31780687-31781187,-46798
SNAI2,5,pos,PLXNA4,0.747497286,chr7-132575027-132575527,73411
SNAI2,5,pos,NCALD,0.562273353,chr8-101968809-101969309,155848
SNAI2,5,pos,SYBU,1.353685888,chr8-109577199-109577699,114342
SNAI2,5,pos,SYBU,0.994549474,chr8-109578748-109579248,112793
SNAI2,5,pos,PAG1,2.247904533,chr8-80925242-80925742,186576
SNAI2,5,pos,GABBR2,1.060138552,chr9-98775777-98776277,-66830
MYC,5,pos,GRAMD1B,1.117072089,chr11-123159206-123159706,-198972
MYC,5,pos,CUX2,1.025531086,chr12-110930560-110931060,-103214
MYC,5,pos,CUX2,0.596232611,chr12-110965450-110965950,-68324
MYC,5,pos,TMEM132B,1.265548736,chr12-125344276-125344776,157690
